a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag
0.1,3.0,1.0,3.0,7.0,14.0,1.0575580906040547,2.710317723238013e-26,0.440785442498953,4.964718071193561,0.0,-13.364761994944555,0.0
0.1,3.0,1.0,3.0,7.0,14.0,4.006624537617519e-27,-4.191629171879713,4.764947524547074,-202.2676221790857,0.0,160.28315899524395,0.0
0.1,3.0,1.0,5.0,0.5,4.0,-7.900752943289141e-30,4.4312091194440075e-23,1.0,-0.9999999966666671,0.0,-8.119999868799997,0.0
0.1,3.0,1.0,5.0,0.5,4.0,-6.995052333066796e-19,0.42619613310339954,1.2270539298403633,-3.362054273778157,0.0,11.163841975230651,0.0
0.1,3.0,1.0,5.0,0.5,4.0,1.1662085912955766,-2.634377673199499e-31,0.8299946901985483,6.84043773323512,0.0,-10.68197537403567,0.0
0.1,3.0,1.0,5.0,0.5,4.0,1.6460924525186689,0.6351253555307329,1.1655277262676842,35.20457922221175,0.0,11.742226416361012,0.0
0.1,3.0,1.0,5.0,0.5,4.0,-9.718281676182698e-23,-1.020896947053605,2.302788220629214,-15.954430077599781,0.0,46.60674015537021,0.0
0.1,3.0,1.0,5.0,0.5,6.0,-3.602614762241936e-29,4.316899427188183e-23,1.0,-0.9999999966666671,0.0,-8.119999868799997,0.0
0.1,3.0,1.0,5.0,0.5,6.0,6.27312151200677e-25,0.46746600375401187,1.1821037205547882,-3.6306892317000625,0.0,10.438463930638902,0.0
0.1,3.0,1.0,5.0,0.5,6.0,1.1828046075997962,6.65401454140842e-26,0.8834144383533911,7.0944651390028435,0.0,-10.253174306765699,0.0
0.1,3.0,1.0,5.0,0.5,6.0,1.6667782068480217,0.6644979607028287,1.1364521505798895,33.608351004426,0.0,11.013845638587924,0.0
0.1,3.0,1.0,5.0,0.5,6.0,1.0937912637365254e-19,-1.329140143272242,2.4721779337147964,-24.1664539116913,0.0,55.35139579334612,0.0
0.1,3.0,1.0,5.0,0.5,8.0,-5.594352228196115e-29,4.2605469117654486e-23,1.0,-0.9999999966666671,0.0,-8.1199998688,0.0
0.1,3.0,1.0,5.0,0.5,8.0,6.070496963922499e-22,0.4938606134207713,1.1524364409302128,-3.8207504291414036,0.0,9.992917658824135,0.0
0.1,3.0,1.0,5.0,0.5,8.0,1.1915407628117578,1.8962143800707652e-28,0.9112644131598734,7.226115502347788,0.0,-10.018615063529056,0.0
0.1,3.0,1.0,5.0,0.5,8.0,1.6811482156962236,0.68455819487203,1.1162462436578704,33.153703172689646,0.0,10.503180721597573,0.0
0.1,3.0,1.0,5.0,0.5,8.0,-4.0146018935215664e-26,-1.6079653733253538,2.6159704011333402,-33.26764913560478,0.0,63.450108832813065,0.0
0.1,3.0,1.0,5.0,0.5,10.0,-6.976797381192533e-29,4.2269912932122434e-23,1.0,-0.9999999966666671,0.0,-8.1199998688,0.0
0.1,3.0,1.0,5.0,0.5,10.0,1.2324260881655593e-20,0.5123140996718911,1.1312328683613102,-3.9620876284328057,0.0,9.690659891990975,0.0
0.1,3.0,1.0,5.0,0.5,10.0,1.196930638887064,1.2380498343538386e-28,0.9283678522846702,7.306675099151204,0.0,-9.870821309208623,0.0
0.1,3.0,1.0,5.0,0.5,10.0,1.691734763612554,0.6991798406443743,1.1013278992609852,33.04622658006691,0.0,10.134314307227967,0.0
0.1,3.0,1.0,5.0,0.5,10.0,7.478805278278665e-24,-1.8669753268093443,2.7427984354574293,-43.145743274964246,0.0,71.10817845360052,0.0
0.1,3.0,1.0,5.0,0.5,12.0,-7.976596365425664e-29,4.204726561909376e-23,1.0,-0.9999999966666671,0.0,-8.119999868799999,0.0
0.1,3.0,1.0,5.0,0.5,12.0,-9.956625691754183e-20,0.5259785668241677,1.1152722719826689,-4.071230524510955,0.0,9.472038497361096,0.0
0.1,3.0,1.0,5.0,0.5,12.0,1.2005876331066276,-2.0480415909025537e-21,0.9399412223013094,7.361056170562722,0.0,-9.769196253822347,0.0
0.1,3.0,1.0,5.0,0.5,12.0,1.6998666942557445,0.7103293781057481,1.0898388114900432,33.064102455557716,0.0,9.85781175905359,0.0
0.1,3.0,1.0,5.0,0.5,12.0,3.47179832916707e-19,-2.11126322250974,2.857263497800922,-53.71891376659323,0.0,78.43404801769233,0.0
0.1,3.0,1.0,5.0,0.5,14.0,-8.729018375172316e-29,4.188874757006367e-23,1.0,-0.9999999966666671,0.0,-8.119999868799999,0.0
